Site,Dist,Site name,Start,End,Lat,Lon,STA
16045,16,MOUNT CHRISTIE (TAR 397 MILE),1916,1983,-30.5492,133.2167,SA
16046,16,THURLGA,1898,..,-32.4395,135.773,SA
16047,16,TODMORDEN,1949,..,-27.1391,134.7575,SA
16048,16,THE TWINS STATION,1930,..,-29.9964,135.3911,SA
16049,16,OAK VALLEY,2004,2014,-29.3987,130.7483,SA
16050,16,WIRRAMINNA RAILWAY STATION,1915,1979,-31.1667,136.125,SA
16051,16,WIRRAPPA,1915,1978,-31.4225,137.99,SA
16052,16,WOOCALLA,1915,1968,-31.6883,137.175,SA
16053,16,YUDNAPINNA (NUMBER ONE TANK),1908,1927,-32.1467,137.3411,SA
16054,16,WYNBRING SIDING (TAR 377 MILE),1916,1983,-30.5567,133.5342,SA
16055,16,YARDEA,1877,..,-32.3792,135.5247,SA
16056,16,YUDNAPINNA,1884,..,-32.1232,137.1505,SA
16057,16,YELTACOWIE,1924,1975,-31.34,137.3592,SA
16058,16,COMET,1954,1965,-29.785,134.1883,SA
16059,16,TARCOOLA (MOBELLA),1953,..,-29.8113,133.3603,SA
16060,16,JUMBUCK,1953,1965,-29.8933,133.6667,SA
16061,16,WHITTATA,1882,1929,-31.735,137.42,SA
16062,16,WIRRAMINNA HOMESTEAD,1900,..,-31.1994,135.2293,SA
16063,16,TARCOOLA (WILGENA DAMS),1887,1978,-30.7283,134.6842,SA
16064,16,GRANITE DOWNS,1965,1996,-26.9383,133.4967,SA
16065,16,ANDAMOOKA,1965,..,-30.449,137.1692,SA
16066,16,MIRIKATA,1960,1980,-29.8767,135.2464,SA
16067,16,MOUNT IVE,1881,..,-32.4398,136.0671,SA
16068,16,TAR 336 MILE,1918,1921,-30.6833,134.2067,SA
16069,16,TAR 348 MILE,1922,1926,-30.6483,134,SA
16070,16,ARLCOODABY,1894,1903,-31.145,134.9667,SA
16071,16,ANDAMOOKA HOMESTEAD,1880,1907,-30.73,137.2,SA
16072,16,TAR 340 MILE,1926,1938,-30.6683,134.1467,SA
16073,16,FREGON,1969,1989,-26.7642,132.025,SA
16074,16,GAWLER RANGES (YARNA),1969,1990,-32.0525,135.125,SA
16075,16,WOOMERA (MOUNT GUNSON),1970,2003,-31.4382,137.1778,SA
16076,16,WALLATINNA HOMESTEAD,1943,1956,-27.4139,133.3269,SA
16077,16,DALLARINNA STATION,1942,1947,-27.2033,133.24,SA
16078,16,LYONS SDG (TAR 354 MILE),1940,1982,-30.6367,133.9392,SA
16079,16,WINTINNA (SPARE TYRE HILL),1975,1975,-27.7817,134.0267,SA
16080,16,MOUNT EBA AIRPORT,1943,1952,-30.1833,135.6667,SA
16081,16,LAKE TORRENS,1973,1980,-31.8953,137.7144,SA
16082,16,MOUNT BARRY STATION,1980,..,-28.2415,134.9899,SA
16083,16,HAMILTON STATION,1931,..,-26.7134,135.0782,SA
16084,16,GLENDAMBO,1982,..,-30.9693,135.7508,SA
16085,16,MARLA POLICE STATION,1985,..,-27.3002,133.6201,SA
16086,16,MOONAREE (KANGAROO WELL),1986,..,-31.7646,135.6494,SA
16087,16,COOBER PEDY (INGOMAR),1956,2011,-29.6403,134.787,SA
16088,16,MINTABIE,1992,..,-27.3148,133.2963,SA
16089,16,ROXBY DOWNS (OLYMPIC DAM),1992,1997,-30.4494,136.8703,SA
16090,16,COOBER PEDY AIRPORT,1994,..,-29.0347,134.7222,SA
16091,16,CADNEY PARK,1993,2003,-27.9069,134.0546,SA
16092,16,PORT AUGUSTA ARID LANDS,1994,2001,-32.4783,137.7386,SA
16093,16,ARCKARINGA STATION,1955,..,-27.9375,134.739,SA
16094,16,COPPER HILLS STATION,1994,..,-27.9555,134.3157,SA
16095,16,TIEYON,1995,..,-26.2085,133.8545,SA
16096,16,ROXBY DOWNS (OLYMPIC DAM AERODROME),1997,..,-30.4829,136.8772,SA
16097,16,ERNABELLA (PUKATJA),1997,..,-26.2635,132.1771,SA
16098,16,TARCOOLA AERO,1997,..,-30.7051,134.5786,SA
16099,16,PIPALYATJARA,2004,..,-26.1618,129.1656,SA
16100,16,LAMBINA,2006,..,-26.908,134.0547,SA
16101,16,GREAT VICTORIA DESERT (LENNY'S TREE),2006,..,-29.3468,131.8512,SA
16102,16,GREAT VICTORIA DESERT (SHOTLINE),2006,..,-28.5253,131.5729,SA
16103,16,GREAT VICTORIA DESERT (EMU),2006,..,-28.6407,132.1918,SA
16104,16,GREAT VICTORIA DESERT (TALLARINGA WEL,L)     2006,..,-29.029,133.2874,SA
16105,16,WOOMERA PROFILER,2007,2019,-30.7648,136.3375,SA
16106,16,WOOMERA (EVETTS FIELD),1958,1966,-30.92,136.5383,SA
16107,16,EVELYN DOWNS,2013,..,-28.2035,134.4852,SA
17000,17,ABMINGA RAILWAY SIDING,1939,1980,-26.1317,134.8517,SA
17001,17,ALBERGA,1930,1979,-27.2,135.4333,SA
17002,17,ALBERRIE CREEK,1930,1977,-29.6267,137.5367,SA
17003,17,ANGORICHINA HOSTEL,1866,1977,-31.1281,138.5594,SA
17004,17,ANNA CREEK,1883,..,-28.8921,136.1688,SA
17005,17,LEIGH CREEK AERO,1952,1982,-30.4667,138.4075,SA
17006,17,APOLLINARIS WELL,1925,1953,-29.9267,138.7517,SA
17007,17,OODNADATTA (ALLANDALE),1909,..,-27.6286,135.5879,SA
17008,17,ARROWIE,1876,1949,-30.8536,139.2933,SA
17009,17,AVONDALE,1898,1953,-30.2314,138.4511,SA
17010,17,GAMMON RANGES (BALCANOONA),1944,..,-30.5328,139.3029,SA
17011,17,BELTANA,1874,1985,-30.8133,138.4133,SA
17012,17,BELTANA STATION,1872,..,-30.8246,138.3822,SA
17013,17,BERESFORD,1930,1978,-29.2431,136.6581,SA
17014,17,BLINMAN,1874,..,-31.0939,138.6786,SA
17015,17,BRACHINA SIDING,1950,1980,-31.3394,138.4111,SA
17016,17,CLIFTON HILLS,1894,..,-27.0181,138.8949,SA
17017,17,COMMODORE,1910,..,-31.2531,138.3892,SA
17018,17,COPLEY,1883,1963,-30.5564,138.4222,SA
17019,17,CORDILLO DOWNS,1883,..,-26.7061,140.6261,SA
17020,17,MUNGERANIE (COWARIE),1881,..,-27.7025,138.3358,SA
17021,17,COWARD SPRINGS,1897,1977,-29.4025,136.8108,SA
17022,17,MOOMBA (TANTANNA),2001,..,-28.1696,139.6105,SA
17023,17,EDWARDS CREEK,1930,1980,-28.3325,135.8483,SA
17024,17,MARREE (FARINA),1879,..,-30.066,138.2739,SA
17025,17,FINNISS SPRINGS,1920,1971,-29.745,137.505,SA
17026,17,MOOMBA (DARALINGIE),2001,..,-28.3725,139.9727,SA
17027,17,INNAMINCKA POLICE CAMP,1883,1952,-27.8,140.7333,SA
17028,17,INNAMINCKA STATION,1882,..,-27.724,140.7633,SA
17029,17,LYNDHURST POST OFFICE,1902,1989,-30.2867,138.3458,SA
17030,17,MACUMBA,1891,..,-27.2533,135.6492,SA
17031,17,MARREE,1885,..,-29.6451,138.0639,SA
17032,17,BLINMAN (MOOLOOLOO),1947,..,-30.9904,138.5787,SA
17033,17,MOUNT DUTTON,1929,1980,-27.815,135.715,SA
17034,17,MOUNT LYNDHURST,1878,2002,-30.1828,138.7093,SA
17035,17,GAMMON RANGES (MOUNT SERLE),1947,1991,-30.5439,138.8558,SA
17036,17,MUNGERANIE (MULKA),1917,..,-28.3525,138.6534,SA
17037,17,MULOORINA STATION (MULOORINA HOMESTEA,D)     1881,..,-29.239,137.9058,SA
17038,17,MARREE (MUNDOWDNA STATION),1944,..,-29.7331,138.2329,SA
17039,17,MARREE (MURNPEOWIE),1893,..,-29.5897,139.0508,SA
17040,17,COPLEY (MYRTLE SPRINGS),1897,2000,-30.4514,138.2156,SA
17041,17,BLINMAN (NARRINA),1937,..,-30.9372,138.8919,SA
17042,17,NEPABUNNA MISSION,1939,1975,-30.5867,138.9833,SA
17043,17,OODNADATTA AIRPORT,1939,..,-27.5553,135.4456,SA
17044,17,OODNADATTA POST OFFICE,1892,1941,-27.5458,135.4433,SA
17045,17,PANDIE PANDIE,1949,..,-26.1282,139.3894,SA
17046,17,PARACHILNA,1930,1980,-31.1339,138.3947,SA
17047,17,PEDIRKA,1930,1980,-26.6567,135.2067,SA
17048,17,GAMMON RANGES (UMBERATANA),1886,2008,-30.2402,139.13,SA
17049,,GAMMON RANGES (ARCOONA BLUFF),2003,..,-30.4291,138.9808,SA
17050,17,WARRINA,1891,1930,-28.2,135.8333,SA
17051,17,WARRAWEENA,1930,2009,-30.7675,138.6359,SA
17052,17,WERTALOONA,1906,..,-30.6383,139.3445,SA
17053,17,WILLIAM CREEK,1874,2010,-28.9062,136.3386,SA
17054,17,BLINMAN (WIRREALPA),1875,..,-31.1278,138.9618,SA
17055,17,MARREE (WITCHELINA STATION),1898,..,-30.0213,138.0424,SA
17056,17,GAMMON RANGES (WOOLTANA),1877,..,-30.4132,139.4198,SA
17057,17,WYAMBANA,1938,1949,-31.1933,139.4394,SA
17058,17,MARREE (DULKANINNA),1950,..,-29.0174,138.4608,SA
17059,17,THE KNOB,1925,1953,-30.0158,138.9944,SA
17060,17,TILCHA,1884,1942,-29.605,140.89,SA
17061,17,STUARTS CREEK,1877,1930,-29.7,137.04,SA
17062,17,CADELGA,1886,1962,-26.09,140.4067,SA
17063,17,KANOWANA,1888,1939,-27.8383,139.6233,SA
17064,17,MOUNT HOPELESS,1918,1936,-29.595,139.75,SA
17065,17,EDIACARA,1881,1938,-30.3983,137.9033,SA
17066,17,KILLALPANINNA,1885,1924,-28.6,138.5667,SA
17067,17,MUNGERANIE,1887,..,-28.0183,138.6637,SA
17068,17,TROUDANINNA,1893,1936,-29.05,139.1667,SA
17069,17,ILBUNGA,1930,1979,-26.4217,135.0333,SA
17070,17,MOUNT DARE,1950,..,-26.0702,135.2471,SA
17071,17,IRRAPATANNA,1954,1965,-29.0283,136.4917,SA
17072,17,MOUNT SARAH (CAR 732 MILE),1947,1978,-26.93,135.3417,SA
17073,17,BIRDSVILLE (ANDREWILLA POLICE CAMP),1894,1902,-26.5133,139.2817,SA
17074,17,MOOMBA (CALLABONNA),1902,1909,-29.7567,140.245,SA
17075,17,DALHOUSIE SPRINGS,1879,1890,-26.5167,135.4617,SA
17076,17,MARREE (CLAYTON),1914,..,-29.2781,138.3823,SA
17077,17,BELTANA DEPOT WELL,1926,1936,-30.585,138.0592,SA
17078,17,GOYDERS LAGOON,1901,1919,-26.9514,138.9528,SA
17079,17,MINNIE DOWNS,1915,1940,-26.0517,139.8583,SA
17080,17,LYNDHURST (FREELINGWELL),1887,1939,-29.95,139.2333,SA
17081,17,BIRDSVILLE (MOUNT GASON),1910,1927,-27.3233,138.745,SA
17082,17,COPLEY (MOUNT SERLE CAMEL DEPOT),1917,1926,-30.5439,138.8558,SA
17083,17,PUTTABURRA,1927,1933,-26.6167,138.6167,SA
17084,17,RYANSVILLE,1919,1924,-31.5792,137.1917,SA
17085,17,COPLEY (ST RONANS),1926,1936,-30.6369,138.3069,SA
17086,17,YUDNAMULTANA,1909,1931,-30.1781,139.2808,SA
17087,17,HADDON,1884,1936,-26.3517,140.8283,SA
17088,17,PEECHYWARRINA,1882,1903,-29.0317,138.1917,SA
17089,17,KALAMURINA,1884,..,-27.7205,138.2548,SA
17090,17,MONTACOLLINA,1885,1903,-29.4,139.9833,SA
17091,17,WONDILLINA,1897,1907,-27.8056,135.6458,SA
17092,17,WINTABATINGANA,1879,1889,-31.3333,138.2333,SA
17093,17,TINGA TINGANA,1891,1900,-28.795,140.1733,SA
17094,17,PARALLANA,1881,1907,-30.2067,139.4558,SA
17095,17,ALTON DOWNS,1886,1939,-26.1533,138.9383,SA
17096,17,MOOMBA,1972,2005,-28.1125,140.2102,SA
17097,17,BLINMAN (ANGORICHINA),1969,..,-31.0887,138.7414,SA
17098,17,PARACHILNA (MOTPENA),1969,..,-31.1881,138.2785,SA
17099,17,ARKAROOLA,1938,..,-30.311,139.3357,SA
17100,17,BLANCHEWATER STATION,1879,1938,-29.55,139.4667,SA
17101,17,LEIGH CREEK E.T.S.A,1972,1975,-30.4825,138.4136,SA
17102,17,COPLEY (YANKANINNA),1923,1993,-30.3658,139.0533,SA
17103,,GAMMON RANGES (THE PLATEAU),2011,..,-30.4632,139.0493,SA
17104,17,MOUNT PAINTER RADIUM CAMP,1912,1914,-30.2339,139.3233,SA
17105,17,QUINYAMBIE,1887,1973,-30.215,140.9917,SA
17106,17,BROUGHMAN'S GATE HOUSE (QUINYAMBIE),1973,..,-30.8715,140.971,SA
17107,17,LEIGH CREEK SOUTH,1977,1993,-30.5925,138.4053,SA
17108,17,LEIGH CREEK NORTHERN COALFIELD,1975,1977,-30.4064,138.3961,SA
17109,17,THE PEAKE,1873,1891,-28.0767,135.9042,SA
17110,17,LEIGH CREEK AIRPORT,1982,..,-30.5963,138.4219,SA
17111,17,INNAMINCKA (DULLINGARI),1984,..,-28.1484,140.8672,SA
17112,17,MOOMBA (TIRRAWARRA),1984,..,-27.6908,140.1066,SA
17113,17,PARACHILNA (NILPENA),1973,..,-31.0086,138.2294,SA
17114,17,OODNADATTA,1985,2013,-27.5498,135.4484,SA
17115,17,CAMERON CORNER (LINDON),1987,..,-29.1266,140.9018,SA
17116,17,GAMMON RANGES (COULTHARD),1990,2002,-30.275,139.3397,SA
17117,17,GAMMON RANGES (GREENWOOD HILL),1990,2002,-30.2811,139.2639,SA
17118,17,INNAMINCKA (COOPER CREEK),1976,2002,-27.7419,140.7345,SA
17119,17,BELTANA ROADHOUSE,1986,..,-30.8406,138.3224,SA
17120,17,GAMMON RANGES (MOUNT PAINTER),1990,2002,-30.2369,139.0003,SA
17121,17,INNAMINCKA HOTEL,1993,2015,-27.7466,140.7384,SA
17122,17,GAMMON RANGES (OWIEANDANA),1993,2003,-30.4456,138.9481,SA
17123,17,MOOMBA AIRPORT,1995,..,-28.0997,140.1956,SA
17124,17,INNAMINCKA (KELEARY),1996,1998,-27.0742,140.6817,SA
17125,17,INNAMINCKA (BOOKABOURDIE),1997,..,-27.5347,140.4736,SA
17126,17,MARREE AERO,1998,..,-29.6587,138.0684,SA
17127,17,NILPINNA,1998,..,-28.4809,135.9211,SA
17128,17,MARREE (MULGARIA),1998,2011,-30.0728,137.5666,SA
17129,17,MARREE (WILPOORINNA STATION),1998,..,-29.9564,138.3411,SA
17130,17,MARREE (CALLANNA),1998,..,-29.7138,137.9017,SA
17131,17,GAMMON RANGES (MOOLAWATANA),1998,..,-29.9062,139.7345,SA
17132,17,MARREE (ETADUNNA),1998,..,-28.7191,138.6342,SA
17135,17,GAMMON RANGES (EXCLOSURE),1990,2010,-30.4384,138.9706,SA
17136,,LEIGH CREEK (MAYNARDS WELL),2005,..,-30.6024,138.6888,SA
17137,,LEIGH CREEK (NORTH MOOLOOLOO),2006,..,-30.6245,138.5271,SA
17138,,LEIGH CREEK (PFITZNERS WELL),2006,..,-30.6881,138.5665,SA
17139,17,LYNDHURST,2006,..,-30.2883,138.3525,SA
17140,17,MOOMBA (SELLICKS CAMP),2008,2012,-27.9295,139.4748,SA
18000,18,ARKARINGA,1938,1955,-33.205,137.1867,SA
18001,18,ARNO BAY,1907,..,-33.9118,136.5697,SA
18002,18,PENONG (PENALUMBA),1898,..,-31.831,132.6262,SA
18003,18,BRAMFIELD POST OFFICE,1886,1969,-33.625,134.9983,SA
18004,18,BREEZER PLAINS (KOOLBALLA HILL),1917,1947,-33.1,135.055,SA
18005,18,YEELANA (BRIMPTON LAKE),1907,..,-34.0586,135.5038,SA
18006,18,WHYALLA (BROADVIEW STATION),1932,..,-33.1218,137.2278,SA
18007,18,YEELANA (BROOKER),1913,..,-34.1003,135.8415,SA
18008,18,BUCKLEBOO (BUCLKEBOO POST OFFICE),1933,1987,-32.92,136.2133,SA
18009,18,CARAWA,1898,1950,-32.3683,134.23,SA
18010,18,CARPA,1933,1990,-33.76,136.6867,SA
18011,18,CEDUNA POST OFFICE,1906,1990,-32.1267,133.6725,SA
18012,18,CEDUNA AMO,1939,..,-32.1297,133.6976,SA
18013,18,CHANDADA POST OFFICE,1929,1968,-32.7592,134.6717,SA
18014,18,CLEVE,1896,..,-33.7011,136.4937,SA
18015,18,NUNDROO (COLONA),1925,1989,-31.6267,132.0667,SA
18016,18,COLTON (BOOLA BOOLA),1892,1965,-33.5317,134.9017,SA
18017,18,PORT LINCOLN (BIG SWAMP),1897,..,-34.6266,135.6992,SA
18018,18,KIMBA (CORTLINYE ROCKS STN),1916,1991,-33.01,136.2933,SA
18019,18,COULTA,1877,..,-34.3856,135.4698,SA
18020,18,COULTA (THE GLEN),1934,1962,-34.365,135.5717,SA
18021,18,COURELA (CHALLNER),1911,1966,-32.535,134.4367,SA
18022,18,COWELL,1885,..,-33.6772,136.9116,SA
18023,18,CUMMINS,1914,..,-34.2644,135.7266,SA
18024,18,DARKE PEAK,1914,..,-33.4678,136.2113,SA
18025,18,DENIAL BAY,1920,1975,-32.1028,133.5767,SA
18026,18,FISHER SIDING,1940,1970,-30.5517,130.9583,SA
18027,18,DENMAN (TAR 595 MILE),1940,1967,-30.6667,129.9667,SA
18028,18,OMALLEY (522 MILES SIDING),1940,1971,-30.525,131.1967,SA
18029,18,MUNGALA SIDING (TAR 416 MILE),1940,1971,-30.5783,132.8967,SA
18030,18,FOWLERS BAY,1878,..,-31.99,132.4372,SA
18031,18,IRON KNOB (GILLES DOWNS),1925,..,-32.8681,137.003,SA
18032,18,GLEN BOREE,1902,1971,-31.8817,132.51,SA
18033,18,CEDUNA (GOODE),1908,..,-31.9674,133.7658,SA
18034,18,IRON KNOB,1911,..,-32.7324,137.1505,SA
18035,18,KAPPAWANTA,1906,1986,-33.6686,135.2767,SA
18036,18,KARCULTABY,1922,..,-32.7357,134.9709,SA
18037,18,KIMBA (CURTINYE),1918,..,-33.1861,136.559,SA
18038,18,BALUMBAH,1950,1972,-33.3058,136.4175,SA
18039,18,KIELPA,1928,1991,-33.5883,136.2233,SA
18040,18,KIMBA,1920,..,-33.1416,136.4126,SA
18041,18,KIMBA (THE PINES),1915,1966,-33.1167,136.4167,SA
18042,18,CEDUNA (KOONIBBA RESERVE),1910,1989,-31.9017,133.4217,SA
18043,18,KOPPIO,1884,..,-34.4139,135.8224,SA
18044,18,KYANCUTTA,1930,..,-33.1337,135.5521,SA
18045,18,SHERINGA (LAKE HAMILTON),1877,..,-33.9534,135.2682,SA
18046,18,LOCK,1915,..,-33.5676,135.7561,SA
18047,18,CEDUNA (MALTEE),1929,..,-32.0723,133.9401,SA
18048,18,CLEVE (MANGALO),1906,1999,-33.5322,136.6242,SA
18049,18,BUTLER TANKS (NORTH PARNDA),1905,..,-34.1196,136.1607,SA
18050,18,MILTALIE (POODRA),1886,1927,-33.5983,136.8433,SA
18051,18,MILTALIE (HILLVIEW),1904,1960,-33.59,136.8567,SA
18052,18,MINNIPA AGRICULTURAL CENTRE,1915,2001,-32.8361,135.15,SA
18053,18,MINNIPA,1914,..,-32.8542,135.1542,SA
18054,18,PORT KENNY (MOUNT COOPER),1939,..,-33.0314,134.7015,SA
18055,18,MOUNT HOPE,1932,1987,-34.1058,135.355,SA
18056,18,MOUNT WEDGE,1884,..,-33.4839,135.1592,SA
18057,18,MOUNT WUDINNA,1907,..,-32.9916,135.5482,SA
18058,18,WHYALLA (MULLAQUANA),1910,..,-33.2122,137.3623,SA
18059,18,WHYALLA (NONOWIE),1903,2011,-33.1257,137.3639,SA
18060,18,NUNDROO,1932,..,-31.7782,132.2038,SA
18061,18,WIRRULLA (NUNJIKOMPITA),1929,1989,-32.2694,134.3364,SA
18062,18,PEACHNA,1933,1952,-33.7778,135.715,SA
18063,18,PENONG,1892,..,-31.932,133.0056,SA
18064,18,WIRRULLA (PETINA),1904,1993,-32.4792,134.3917,SA
18065,18,CLEVE (PINESIDE),1909,2004,-33.8663,136.3833,SA
18066,18,POINT LOWLY LIGHTHOUSE,1900,1973,-33.0028,137.785,SA
18067,18,PONDOOMA POST OFFICE,1901,1977,-33.5217,137.0192,SA
18068,18,POOCHERA,1919,..,-32.7229,134.8373,SA
18069,18,ELLISTON,1882,..,-33.6501,134.888,SA
18070,18,PORT LINCOLN,1866,2002,-34.7225,135.8558,SA
18071,18,NORTH SHIELDS (PORT LINCOLN AERODROME,)      1946,..,-34.6031,135.8747,SA
18072,18,PORT NEILL,1912,2017,-34.1187,136.3508,SA
18073,18,SMOKY BAY (PUNTABIE),1916,2007,-32.2021,134.1307,SA
18074,18,ROOPENA,1891,2013,-32.7255,137.4028,SA
18075,18,RUDALL,1925,1997,-33.69,136.2683,SA
18076,18,SHERINGA,1915,1989,-33.8492,135.2308,SA
18077,18,SMOKY BAY,1912,..,-32.3761,133.9369,SA
18078,18,STOKES,1889,1991,-34.2942,135.9267,SA
18079,18,STREAKY BAY,1865,..,-32.8084,134.1979,SA
18080,18,TALIA,1906,1977,-33.3167,134.8667,SA
18081,18,LOCK (TERRE),1907,2002,-33.5399,135.4759,SA
18082,18,THISTLE ISLAND,1936,1963,-35.01,136.1767,SA
18083,18,WUDINNA AERO,1999,..,-33.043,135.4519,SA
18084,18,LOCK (CALLAMONDAH),1929,..,-33.7857,135.8435,SA
18085,18,WHYALLA (TREGALANA),1930,2010,-32.8774,137.5638,SA
18086,18,TUMBY BAY,1906,..,-34.3754,136.1025,SA
18087,18,TUMBY BAY (HILLVIEW),1892,1999,-34.3308,136.08,SA
18088,18,UNGARRA,1909,..,-34.1806,136.049,SA
18089,18,WADDIKEE,1927,..,-33.3173,136.2515,SA
18090,18,WARRAMBOO,1924,..,-33.2421,135.5978,SA
18091,18,TUMBY BAY (WARRATTA VALE),1876,..,-34.2603,136.2106,SA
18092,18,PORT LINCOLN (WHITE FLAT),1903,..,-34.499,135.8676,SA
18093,18,BUTLER (ANONA),1909,2004,-34.1216,136.2421,SA
18094,18,WIRRULLA,1922,..,-32.4035,134.5323,SA
18095,18,WUDINNA,1927,..,-33.046,135.4601,SA
18096,18,CLEVE (PINEVIEW),1938,..,-33.6824,136.6831,SA
18097,18,PORT KENNY (YANDRA),1891,2009,-32.9614,134.5951,SA
18098,18,YANINEE,1919,..,-32.9475,135.2754,SA
18099,18,YEELANNA,1911,..,-34.1317,135.7301,SA
18100,18,KIMBA (YELTANA),1929,2003,-32.8633,136.4346,SA
18101,18,KOONGAWA (RETAWON),1951,..,-33.172,135.9117,SA
18102,18,WHYALLA DAIRY,1948,1955,-32.99,137.5767,SA
18103,18,WHYALLA (NORRIE),1906,2001,-33.0303,137.5328,SA
18104,18,YALLUNDA FLAT (MEETIGILLY),1911,..,-34.3494,135.8979,SA
18105,18,DENIAL BAY (NADIA),1897,1939,-32.0819,133.4725,SA
18106,18,NULLARBOR,1888,..,-31.4492,130.8976,SA
18107,18,PORT LINCOLN (WOOLGA),1891,..,-34.5911,135.7572,SA
18108,18,OOLDEA RAILWAY,1918,1981,-30.4592,131.6825,SA
18109,18,THE WEDGE,1949,1962,-35.1533,136.4667,SA
18110,18,COOK,1918,..,-30.6143,130.4136,SA
18111,18,GAMBIER ISLAND GROUP (WEDGE ISLAND),1962,1969,-35.1558,136.4667,SA
18112,18,BARTON,1916,1989,-30.5183,132.6533,SA
18113,18,WHARMINDA,1913,..,-33.965,136.2472,SA
18114,18,MARALINGA,1955,..,-30.1591,131.579,SA
18115,18,NEPTUNE ISLAND,1957,..,-35.3365,136.1174,SA
18116,18,CLEVE AERODROME,1963,..,-33.7081,136.5026,SA
18117,18,WHYALLA (MOOLA),1958,..,-33.1089,137.1733,SA
18118,18,HASLAM,1928,..,-32.5073,134.2142,SA
18119,18,HASLAM 2,1929,1967,-32.52,134.2342,SA
18120,18,WHYALLA AERO,1945,..,-33.0539,137.5206,SA
18121,18,BARNA,1925,1940,-33.1928,136.6336,SA
18122,18,BURKO,1920,1934,-32.9992,134.2517,SA
18123,18,BUTLER,1905,1928,-34.135,136.1383,SA
18124,18,CHINTULDA (ROBERTSVALE),1909,1933,-31.9142,132.1658,SA
18125,18,CUNGENA,1918,1993,-32.5825,134.7089,SA
18126,18,FOUNTAIN FOREST RESERVE,1891,1928,-34.61,135.5906,SA
18127,18,GLYNN,1903,1929,-33.4333,137.0167,SA
18128,18,KARCULTABY,1885,1911,-32.7656,134.975,SA
18129,18,KERNILLA,1904,1926,-34.6283,135.84,SA
18130,18,MITCHELVILLE,1902,1941,-33.585,137.2183,SA
18131,18,MUDAMUCKLA,1924,1949,-32.1658,134.0083,SA
18132,18,MUNYEROO,1916,1923,-33.3617,137.3767,SA
18133,18,NUNONG,1892,1939,-31.965,133.0133,SA
18134,18,PENONG 2,1913,1938,-31.8933,132.895,SA
18135,18,PILE PUDLA,1933,1944,-32.95,136.4217,SA
18136,18,POONINDIE,1865,1928,-34.5833,135.8833,SA
18137,18,PORT LINCOLN (WESTMERE),1906,..,-34.8328,135.6985,SA
18138,18,WATCHANNIE,1907,1927,-33.5683,136.7336,SA
18139,18,POLDA (GUM VIEW),1966,2005,-33.5085,135.2928,SA
18140,18,WHITE WELL,1901,1947,-31.4336,131.0017,SA
18141,18,WILTON (SHOAL VIEW),1903,1912,-33.655,137.1717,SA
18142,18,YALATA,1880,1927,-31.9311,132.365,SA
18143,18,YELDULKNIE,1916,1927,-33.6933,136.5483,SA
18144,18,WANILLA,1964,..,-34.5424,135.6997,SA
18145,18,IMMARNA,1918,1981,-30.5,132.1492,SA
18146,18,TAR 639 MILE,1941,1968,-30.7167,129.2,SA
18147,18,HUGHES,1918,1971,-30.7133,129.5117,SA
18148,18,WATSON,1918,1967,-30.4833,131.5167,SA
18149,18,WHARMINDA (GLEN HAZE),1966,1975,-33.855,136.1694,SA
18150,18,PORT KENNY,1966,..,-33.1697,134.6917,SA
18151,18,CHILLAMURRA,1892,1904,-34.7333,135.5444,SA
18152,18,CORNUBIA,1908,1922,-34.0203,136.3567,SA
18153,18,IRON KNOB (CORUNNA),1884,1899,-32.6858,137.1208,SA
18154,18,COURTABIE,1892,1898,-33.2067,134.855,SA
18155,18,LAKE WANGARY,1885,1911,-34.5517,135.4933,SA
18156,18,LILYDALE (COOYERDOO),1908,1928,-32.8583,137.0861,SA
18157,18,UNO (GAWLER RANGES),1881,1891,-32.6417,136.69,SA
18158,18,NANWOORA,1892,1903,-31.3917,131.6183,SA
18159,18,WANGARALEEDNIE,1882,1915,-33.6833,136.6183,SA
18160,18,YADNARIE,1884,1895,-33.7167,136.4175,SA
18161,18,YALATA COMMUNITY,1968,2018,-31.4813,131.8387,SA
18162,18,COURELA (LINDARNOE),1967,2016,-32.5423,134.3852,SA
18163,18,NUNDROO (COORABIE),1968,2010,-31.9027,132.2988,SA
18164,18,MURDINGA (MUNGALA),1969,..,-33.6993,135.9238,SA
18165,18,LOCK (TERRAH WINDS),1969,..,-33.5733,135.602,SA
18166,18,WIRRULLA (PIMBENA),1969,..,-32.2797,134.473,SA
18167,18,WUDINNA (LOOKOUT),1969,..,-33.0981,135.3531,SA
18168,18,MIDGEE ROCKS,1969,1972,-33.4228,137.1517,SA
18169,18,WIRRULLA (KANKAPPIE),1969,1978,-32.3903,134.6983,SA
18170,18,KYANCUTTA (KYANBRAE),1969,..,-33.1396,135.726,SA
18171,18,MOUNT HOPE (FAIRVIEW),1969,..,-34.1361,135.3319,SA
18172,18,BUCKLEBOO (HI-VIEW),1969,..,-32.921,135.9996,SA
18173,18,MANGALO,1999,..,-33.5684,136.6473,SA
18174,18,RUDALL (SWAFFPRO),1969,..,-33.7234,136.1511,SA
18175,18,BUTLER (MOODY VALE),1969,2016,-34.0386,136.0107,SA
18176,18,COWELL (WINTER SPRINGS),1969,..,-33.3416,136.7518,SA
18177,18,KIMBA (MELALEUCA),1969,..,-33.075,136.0919,SA
18178,18,WANILLA FOREST,1970,1993,-34.5967,135.645,SA
